,,,Offense,,,,,,,,,Defense,,,,,,,,Disciplinary,,,
Player,Team,Pos,MIN,G,A,S,SOG,CC,P,CR,ACR,INT,TKL,TKLW,BLK,CL,CS,GC,SV,FS,FC,Y,R
Shahriyar Moghanlou,IRN,F,27.0,0.1,0.0,0.5,0.2,0.3,4.8,0.3,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.4,0.4,0.0,0.0
Juan Jose Caceres,PAR,D,362.7,0.1,0.2,1.9,0.5,2.9,119.1,6.4,3.6,5.1,9.4,6.4,1.2,9.6,0.0,0.0,0.0,4.1,5.6,1.1,0.0
Junior Alonso,PAR,D,362.7,0.1,0.2,1.6,0.4,3.1,108.7,7.3,3.2,4.4,8.1,5.2,0.8,10.4,0.0,0.0,0.0,3.4,5.4,0.5,0.0
Sasa Kalajdzic,AUT,F,40.3,0.1,0.0,1.0,0.4,0.5,7.7,0.6,0.1,0.2,0.4,0.2,0.0,0.3,0.0,0.0,0.0,0.7,0.6,0.0,0.0
George Hirst,SCO,F,38.8,0.1,0.0,0.9,0.3,0.5,7.4,0.6,0.1,0.2,0.4,0.2,0.0,0.3,0.0,0.0,0.0,0.7,0.6,0.0,0.0
Lyndon Dykes,SCO,F,38.8,0.1,0.0,0.9,0.3,0.5,7.4,0.6,0.1,0.2,0.4,0.2,0.0,0.3,0.0,0.0,0.0,0.7,0.6,0.0,0.0
Ross Stewart,SCO,F,38.8,0.1,0.0,0.9,0.3,0.5,7.4,0.6,0.1,0.2,0.4,0.2,0.0,0.3,0.0,0.0,0.0,0.7,0.6,0.0,0.0
Lawrence Shankland,SCO,F,38.8,0.1,0.0,0.9,0.3,0.5,7.4,0.6,0.1,0.2,0.4,0.2,0.0,0.3,0.0,0.0,0.0,0.7,0.6,0.0,0.0
Findlay Curtis,SCO,M,38.8,0.1,0.0,0.9,0.3,0.5,7.4,0.6,0.1,0.2,0.4,0.2,0.0,0.3,0.0,0.0,0.0,0.7,0.6,0.0,0.0
Promise David,CAN,F,38.8,0.1,0.0,0.9,0.3,0.5,7.6,0.5,0.1,0.2,0.4,0.2,0.0,0.3,0.0,0.0,0.0,0.7,0.6,0.0,0.0
Cyle Larin,CAN,F,38.8,0.1,0.0,0.9,0.3,0.5,7.6,0.5,0.1,0.2,0.4,0.2,0.0,0.3,0.0,0.0,0.0,0.7,0.6,0.0,0.0
Jacob Shaffelburg,CAN,F/M,38.8,0.1,0.0,0.9,0.3,0.5,7.6,0.5,0.1,0.2,0.4,0.2,0.0,0.3,0.0,0.0,0.0,0.7,0.6,0.0,0.0
Liam Millar,CAN,F/M,38.8,0.1,0.0,0.9,0.3,0.5,7.6,0.5,0.1,0.2,0.4,0.2,0.0,0.3,0.0,0.0,0.0,0.7,0.6,0.0,0.0
Ghislain Konan,CIV,D,344.1,0.1,0.2,1.6,0.4,2.9,105.7,6.7,3.2,4.4,7.1,4.5,0.8,9.8,0.0,0.0,0.0,3.2,4.8,0.5,0.0
Haissem Hassan,EGY,M,38.2,0.1,0.0,0.8,0.3,0.5,7.3,0.5,0.1,0.2,0.5,0.3,0.0,0.3,0.0,0.0,0.0,0.6,0.6,0.0,0.0
Ibrahim Adel,EGY,M,38.2,0.1,0.0,0.8,0.3,0.5,7.3,0.5,0.1,0.2,0.5,0.3,0.0,0.3,0.0,0.0,0.0,0.6,0.6,0.0,0.0
Hamza Abdelkarim,EGY,F,38.2,0.1,0.0,0.8,0.3,0.5,7.3,0.5,0.1,0.2,0.5,0.3,0.0,0.3,0.0,0.0,0.0,0.6,0.6,0.0,0.0
Mostafa Zico,EGY,F,38.2,0.1,0.0,0.8,0.3,0.5,7.3,0.5,0.1,0.2,0.5,0.3,0.0,0.3,0.0,0.0,0.0,0.6,0.6,0.0,0.0
Rayan Ait-Nouri,ALG,D,336.9,0.1,0.2,1.5,0.3,2.7,98.5,6.4,3.0,4.1,7.5,4.7,0.7,10.0,0.0,0.0,0.0,3.3,5.2,0.5,0.0
Alex Baena,ESP,M,65.3,0.1,0.1,0.9,0.3,0.9,57.7,10.8,0.4,0.5,1.2,0.7,0.1,0.4,0.0,0.0,0.0,1.0,0.7,0.1,0.0
Yeremy Pino,ESP,F/M,65.3,0.1,0.1,0.9,0.3,0.9,57.7,1.1,0.4,0.5,1.2,0.7,0.1,0.4,0.0,0.0,0.0,1.0,0.7,0.1,0.0
Gavi,ESP,M,65.3,0.1,0.1,0.9,0.3,0.9,57.7,1.1,0.4,0.5,1.2,0.7,0.1,0.4,0.0,0.0,0.0,1.0,0.7,0.1,0.0
Martin Zubimendi,ESP,M,65.3,0.1,0.1,0.9,0.3,0.9,57.7,1.1,0.4,0.5,1.2,0.7,0.1,0.4,0.0,0.0,0.0,1.0,0.7,0.1,0.0
Marcos Llorente,ESP,M/D,65.3,0.1,0.1,0.9,0.3,0.9,57.7,1.1,0.4,0.5,1.2,0.7,0.1,0.4,0.0,0.0,0.0,1.0,0.7,0.1,0.0
Alejandro Grimaldo,ESP,M,65.3,0.1,0.1,0.6,0.2,0.4,71.9,0.4,0.2,0.6,0.9,0.7,0.1,1.2,0.0,0.0,0.0,0.7,0.7,0.1,0.0
Eric Garcia,ESP,M/D,65.3,0.1,0.1,0.6,0.2,0.4,71.9,0.4,0.2,0.6,0.9,0.7,0.1,1.2,0.0,0.0,0.0,0.7,0.7,0.1,0.0
Marc Pubill,ESP,M/D,65.3,0.1,0.1,0.6,0.2,0.4,71.9,0.4,0.2,0.6,0.9,0.7,0.1,1.2,0.0,0.0,0.0,0.7,0.7,0.1,0.0
Maghnes Akliouche,FRA,M,63.6,0.1,0.1,0.9,0.3,0.9,32.5,1.1,0.4,0.6,1.3,1.0,0.1,0.7,0.0,0.0,0.0,1.0,0.8,0.1,0.0
Warren Zaire-Emery,FRA,M,63.6,0.1,0.1,0.9,0.3,0.9,32.5,1.1,0.4,0.6,1.3,1.0,0.1,0.7,0.0,0.0,0.0,1.0,0.8,0.1,0.0
Rayan Cherki,FRA,F/M,63.6,0.1,0.1,0.9,0.3,1.0,32.5,15.2,0.4,0.6,1.3,1.0,0.1,0.7,0.0,0.0,0.0,1.0,0.8,0.1,0.0
Manu Kone,FRA,M,63.6,0.1,0.1,0.9,0.3,0.9,32.5,1.1,0.4,0.6,1.3,1.0,0.1,0.7,0.0,0.0,0.0,1.0,0.8,0.1,0.0
N'Golo Kante,FRA,M,63.6,0.1,0.1,0.9,0.3,0.9,32.5,1.1,0.4,0.6,1.3,1.0,0.1,0.7,0.0,0.0,0.0,1.0,0.8,0.1,0.0
Lucas Hernandez,FRA,D,63.6,0.1,0.1,0.6,0.2,0.4,40.5,0.5,0.2,0.7,1.1,0.8,0.3,1.7,0.0,0.0,0.0,0.7,0.7,0.1,0.0
Lucas Digne,FRA,D,63.6,0.1,0.1,0.6,0.2,0.4,40.5,0.5,0.2,0.7,1.1,0.8,0.3,1.7,0.0,0.0,0.0,0.7,0.7,0.1,0.0
Ibrahima Konate,FRA,D,63.6,0.1,0.1,0.6,0.2,0.4,40.5,0.5,0.2,0.7,1.1,0.8,0.3,1.7,0.0,0.0,0.0,0.7,0.7,0.1,0.0
Malo Gusto,FRA,D,63.6,0.1,0.1,0.6,0.2,0.4,40.5,0.5,0.2,0.7,1.1,0.8,0.3,1.7,0.0,0.0,0.0,0.7,0.7,0.1,0.0
Maxence Lacroix,FRA,D,63.6,0.1,0.1,0.6,0.2,0.4,40.5,0.5,0.2,0.7,1.1,0.8,0.3,1.7,0.0,0.0,0.0,0.7,0.7,0.1,0.0
Kobbie Mainoo,ENG,M,61.4,0.1,0.1,0.8,0.3,0.9,32.0,1.1,0.4,0.6,1.3,0.6,0.1,0.7,0.0,0.0,0.0,1.0,0.8,0.1,0.0
Jordan Henderson,ENG,M,61.4,0.1,0.1,0.8,0.3,0.9,32.0,1.1,0.4,0.6,1.3,0.6,0.1,0.7,0.0,0.0,0.0,1.0,0.8,0.1,0.0
Eberechi Eze,ENG,F/M,61.4,0.1,0.1,0.8,0.3,0.9,32.0,1.1,0.4,0.6,1.3,0.6,0.1,0.7,0.0,0.0,0.0,1.0,0.8,0.1,0.0
Djed Spence,ENG,D,61.4,0.1,0.1,0.5,0.2,0.4,39.8,0.5,0.2,0.8,1.1,0.5,0.3,1.6,0.0,0.0,0.0,0.7,0.7,0.1,0.0
Dan Burn,ENG,D,61.4,0.1,0.1,0.5,0.2,0.4,39.8,0.5,0.2,0.8,1.1,0.5,0.3,1.6,0.0,0.0,0.0,0.7,0.7,0.1,0.0
John Stones,ENG,D,61.4,0.1,0.1,0.5,0.2,0.4,39.8,0.5,0.2,0.8,1.1,0.5,0.3,1.6,0.0,0.0,0.0,0.7,0.7,0.1,0.0
Jarell Quansah,ENG,D,61.4,0.1,0.1,0.5,0.2,0.4,39.8,0.5,0.2,0.8,1.1,0.5,0.3,1.6,0.0,0.0,0.0,0.7,0.7,0.1,0.0
Valentino Livramento,ENG,D,61.4,0.1,0.1,0.5,0.2,0.4,39.8,0.5,0.2,0.8,1.1,0.5,0.3,1.6,0.0,0.0,0.0,0.7,0.7,0.1,0.0
Thiago Almada,ARG,F/M,58.8,0.1,0.1,0.8,0.3,0.8,30.1,5.0,0.3,0.7,1.3,0.8,0.1,0.7,0.0,0.0,0.0,1.0,0.8,0.1,0.0
Danilo,BRA,M,58.8,0.1,0.1,0.8,0.3,0.8,29.8,1.0,0.3,0.6,1.2,0.8,0.1,0.7,0.0,0.0,0.0,0.9,0.8,0.1,0.0
Valentin Barco,ARG,D,58.8,0.1,0.1,0.8,0.3,0.8,30.1,0.9,0.3,0.7,1.3,0.8,0.1,0.7,0.0,0.0,0.0,1.0,0.8,0.1,0.0
Leandro Paredes,ARG,M,58.8,0.1,0.1,0.8,0.3,0.8,30.1,0.9,0.3,0.7,1.3,0.8,0.1,0.7,0.0,0.0,0.0,1.0,0.8,0.1,0.0
Fabinho,BRA,M,58.8,0.1,0.1,0.8,0.3,0.8,29.8,1.0,0.3,0.6,1.2,0.8,0.1,0.7,0.0,0.0,0.0,0.9,0.8,0.1,0.0
Giovani Lo Celso,ARG,F/M,58.8,0.1,0.1,0.8,0.3,0.8,30.1,0.9,0.3,0.7,1.3,0.8,0.1,0.7,0.0,0.0,0.0,1.0,0.8,0.1,0.0
Exequiel Palacios,ARG,M,58.8,0.1,0.1,0.8,0.3,0.8,30.1,0.9,0.3,0.7,1.3,0.8,0.1,0.7,0.0,0.0,0.0,1.0,0.8,0.1,0.0
Ederson,BRA,M,58.8,0.1,0.1,0.8,0.3,0.8,29.8,1.0,0.3,0.6,1.2,0.8,0.1,0.7,0.0,0.0,0.0,0.9,0.8,0.1,0.0
Roger Ibanez,BRA,D,58.8,0.1,0.1,0.5,0.2,0.4,37.2,0.5,0.2,0.7,1.0,0.7,0.3,1.6,0.0,0.0,0.0,0.7,0.7,0.1,0.0
Cristian Romero,ARG,D,58.8,0.1,0.1,0.5,0.2,0.4,37.5,0.4,0.2,0.7,1.1,0.7,0.3,1.6,0.0,0.0,0.0,0.7,0.7,0.1,0.0
Leonardo Balerdi,ARG,D,58.8,0.1,0.1,0.5,0.2,0.4,37.5,0.4,0.2,0.7,1.1,0.7,0.3,1.6,0.0,0.0,0.0,0.7,0.7,0.1,0.0
Gleison Bremer,BRA,D,58.8,0.1,0.1,0.5,0.2,0.4,37.2,0.5,0.2,0.7,1.0,0.7,0.3,1.6,0.0,0.0,0.0,0.7,0.7,0.1,0.0
"L&eacute;o Pereira",BRA,D,58.8,0.1,0.1,0.5,0.2,0.4,37.2,0.5,0.2,0.7,1.0,0.7,0.3,1.6,0.0,0.0,0.0,0.7,0.7,0.1,0.0
Alex Sandro,BRA,D,58.8,0.1,0.1,0.5,0.2,0.4,37.2,0.5,0.2,0.7,1.0,0.7,0.3,1.6,0.0,0.0,0.0,0.7,0.7,0.1,0.0
Gonzalo Montiel,ARG,M/D,58.8,0.1,0.1,0.5,0.2,0.4,37.5,0.4,0.2,0.7,1.1,0.7,0.3,1.6,0.0,0.0,0.0,0.7,0.7,0.1,0.0
Facundo Medina,ARG,D,58.8,0.1,0.1,0.5,0.2,0.4,37.5,0.4,0.2,0.7,1.1,0.7,0.3,1.6,0.0,0.0,0.0,0.7,0.7,0.1,0.0
Angelo Stiller,GER,M,54.8,0.1,0.1,0.8,0.2,0.8,28.7,1.0,0.4,0.5,1.2,0.7,0.1,0.6,0.0,0.0,0.0,0.7,0.7,0.1,0.0
Pascal Gross,GER,M,54.8,0.1,0.1,0.8,0.2,0.8,28.7,1.0,0.4,0.5,1.2,0.7,0.1,0.6,0.0,0.0,0.0,0.7,0.7,0.1,0.0
Nadiem Amiri,GER,M,54.8,0.1,0.1,0.8,0.2,0.8,28.7,1.0,0.4,0.5,1.2,0.7,0.1,0.6,0.0,0.0,0.0,0.7,0.7,0.1,0.0
Leon Goretzka,GER,M,54.8,0.1,0.1,0.8,0.2,0.8,28.7,1.0,0.4,0.5,1.2,0.7,0.1,0.6,0.0,0.0,0.0,0.7,0.7,0.1,0.0
Ruben Neves,POR,M,54.8,0.1,0.1,0.7,0.2,0.7,28.6,1.0,0.4,0.5,1.1,0.7,0.1,0.6,0.0,0.0,0.0,0.9,0.7,0.1,0.0
Matheus Nunes,POR,D,54.8,0.1,0.1,0.7,0.2,0.7,28.6,1.0,0.4,0.5,1.1,0.7,0.1,0.6,0.0,0.0,0.0,0.9,0.7,0.1,0.0
Samu Costa,POR,M,54.8,0.1,0.1,0.7,0.2,0.7,28.6,1.0,0.4,0.5,1.1,0.7,0.1,0.6,0.0,0.0,0.0,0.9,0.7,0.1,0.0
David Raum,GER,M/D,54.8,0.1,0.1,0.5,0.2,0.4,35.7,13.9,0.2,0.6,1.0,0.5,0.2,1.5,0.0,0.0,0.0,0.5,0.7,0.1,0.0
Renato Veiga,POR,D,54.8,0.1,0.1,0.5,0.2,0.4,35.6,0.4,0.2,0.6,1.0,0.6,0.2,1.5,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Tomas Araujo,POR,D,54.8,0.1,0.1,0.5,0.2,0.4,35.6,0.4,0.2,0.6,1.0,0.6,0.2,1.5,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Antonio Rudiger,GER,D,54.8,0.1,0.1,0.5,0.2,0.4,35.7,0.4,0.2,0.6,1.0,0.5,0.2,1.5,0.0,0.0,0.0,0.5,0.7,0.1,0.0
Nelson Semedo,POR,M/D,54.8,0.1,0.1,0.5,0.2,0.4,35.6,0.4,0.2,0.6,1.0,0.6,0.2,1.5,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Waldemar Anton,GER,D,54.8,0.1,0.1,0.5,0.2,0.4,35.7,0.4,0.2,0.6,1.0,0.5,0.2,1.5,0.0,0.0,0.0,0.5,0.7,0.1,0.0
Diogo Dalot,POR,D,54.8,0.1,0.1,0.5,0.2,0.4,35.6,0.4,0.2,0.6,1.0,0.6,0.2,1.5,0.0,0.0,0.0,0.6,0.7,0.1,0.0
Malick Thiaw,GER,D,54.8,0.1,0.1,0.5,0.2,0.4,35.7,0.4,0.2,0.6,1.0,0.5,0.2,1.5,0.0,0.0,0.0,0.5,0.7,0.1,0.0
Amar Dedic,BIH,D,243.0,0.1,0.2,1.3,0.3,2.0,81.6,4.4,2.4,3.3,6.0,4.3,0.8,6.6,0.0,0.0,0.0,2.8,3.8,0.7,0.0
Sead Kolasinac,BIH,D,243.0,0.1,0.2,1.1,0.3,2.1,74.5,5.0,2.2,2.9,5.2,3.4,0.5,7.2,0.0,0.0,0.0,2.4,3.7,0.4,0.0
Ehsan Haddad,JOR,D,232.2,0.1,0.1,1.5,0.5,2.0,48.9,4.3,1.8,3.2,4.8,2.7,0.5,3.1,0.0,0.0,0.0,3.6,3.9,0.6,0.0
Yan Valery,TUN,D,243.0,0.1,0.1,1.3,0.3,1.8,82.7,3.8,2.2,3.5,6.3,4.4,0.8,6.7,0.0,0.0,0.0,2.6,3.8,0.8,0.0
Omar Rekik,TUN,D,243.0,0.1,0.1,1.1,0.2,1.9,75.5,4.3,2.0,3.1,5.5,3.5,0.5,7.3,0.0,0.0,0.0,2.2,3.7,0.4,0.0
Aaron Wan-Bissaka,COD,D,243.0,0.1,0.1,1.2,0.3,1.7,67.4,4.8,2.5,3.4,6.1,3.4,0.7,5.6,0.0,0.0,0.0,2.9,3.7,0.8,0.0
Khuliso Mudau,RSA,D,243.0,0.1,0.1,1.2,0.3,1.6,73.9,3.8,2.0,3.4,5.9,3.2,0.8,6.3,0.0,0.0,0.0,2.8,3.7,0.9,0.0
Aria Yousefi,IRN,D,243.0,0.1,0.1,1.1,0.3,1.5,73.6,3.5,2.0,3.6,6.2,3.9,0.8,6.5,0.0,0.0,0.0,2.6,3.6,0.8,0.0
Milad Mohammadi,IRN,D,243.0,0.1,0.1,1.0,0.2,1.6,67.2,4.0,1.8,3.2,5.4,3.1,0.5,7.1,0.0,0.0,0.0,2.3,3.5,0.4,0.0
Marko Stamenic,NZL,M/D,248.4,0.1,0.1,1.4,0.4,1.1,96.6,1.3,0.3,4.0,5.9,3.2,1.1,3.8,0.0,0.0,0.0,3.2,5.0,1.1,0.0
Joe Bell,NZL,M,248.4,0.1,0.1,1.4,0.4,1.1,96.6,1.3,0.3,4.0,5.9,3.2,1.1,3.8,0.0,0.0,0.0,3.2,5.0,1.1,0.0
Steven Moreira,CPV,D,243.0,0.1,0.1,1.1,0.2,1.6,73.8,3.8,2.0,3.6,6.0,3.3,0.8,6.5,0.0,0.0,0.0,2.7,3.7,0.9,0.0
Saud Abdulhamid,KSA,M/D,243.0,0.1,0.1,1.1,0.2,1.6,75.2,3.8,2.1,3.4,6.2,3.4,0.8,6.3,0.0,0.0,0.0,2.7,3.7,0.9,0.0
Hannes Delcroix,HAI,D,270.0,0.1,0.1,0.9,0.3,0.5,116.7,0.3,0.1,4.3,4.3,2.2,2.7,13.9,0.0,0.0,0.0,2.1,3.4,1.0,0.0
Ricardo Ade,HAI,D,270.0,0.1,0.1,0.9,0.3,0.5,116.7,0.3,0.1,4.3,4.3,2.2,2.7,13.9,0.0,0.0,0.0,2.1,3.4,1.0,0.0
Rustamjon Ashurmatov,UZB,D,270.0,0.1,0.0,1.0,0.3,0.4,109.8,0.3,0.2,4.4,4.5,2.4,2.3,13.4,0.0,0.0,0.0,2.0,3.5,0.9,0.0
Michael Boxall,NZL,D,270.0,0.1,0.0,1.0,0.3,0.5,111.1,0.3,0.1,4.2,4.1,2.2,2.5,14.1,0.0,0.0,0.0,2.0,3.4,0.9,0.0
Tyler Bindon,NZL,D,270.0,0.1,0.0,1.0,0.3,0.5,111.1,0.3,0.1,4.2,4.1,2.2,2.5,14.1,0.0,0.0,0.0,2.0,3.4,0.9,0.0
Abdukodir Khusanov,UZB,D,270.0,0.1,0.0,1.0,0.3,0.4,109.8,0.3,0.2,4.4,4.5,2.4,2.3,13.4,0.0,0.0,0.0,2.0,3.5,0.9,0.0
Abdulla Abdullaev,UZB,M,270.0,0.1,0.0,1.0,0.3,0.4,109.8,0.3,0.2,4.4,4.5,2.4,2.3,13.4,0.0,0.0,0.0,2.0,3.5,0.9,0.0
Jurien Gaari,CUW,D,270.0,0.1,0.0,0.9,0.2,0.4,112.4,0.2,0.1,4.4,4.3,2.4,2.7,14.4,0.0,0.0,0.0,2.0,3.4,1.0,0.0
Armando Obispo,CUW,D,270.0,0.1,0.0,0.9,0.2,0.4,112.4,0.2,0.1,4.4,4.3,2.4,2.7,14.4,0.0,0.0,0.0,2.0,3.4,1.0,0.0
Boualem Khoukhi,QAT,D,270.0,0.1,0.0,0.9,0.2,0.4,113.7,0.2,0.1,4.4,4.4,2.3,2.7,14.2,0.0,0.0,0.0,2.1,3.4,1.0,0.0
Lucas Michel Mendes,QAT,D,270.0,0.1,0.0,0.9,0.2,0.4,113.7,0.2,0.1,4.4,4.4,2.3,2.7,14.2,0.0,0.0,0.0,2.1,3.4,1.0,0.0
Zaid Tahseen,IRQ,D,270.0,0.1,0.0,0.9,0.3,0.5,113.0,0.3,0.1,4.1,4.1,2.3,2.7,14.0,0.0,0.0,0.0,2.0,3.4,0.9,0.0
Rebin Sulaka,IRQ,D,270.0,0.1,0.0,0.9,0.3,0.5,113.0,0.3,0.1,4.1,4.1,2.3,2.7,14.0,0.0,0.0,0.0,2.0,3.4,0.9,0.0
Yazan Al-Arab,JOR,D,270.0,0.1,0.0,0.9,0.2,0.5,108.4,0.3,0.2,4.4,4.7,2.5,2.3,13.4,0.0,0.0,0.0,1.9,3.6,1.0,0.0
Husam Ali Mohammad Abu Dahab,JOR,D,270.0,0.1,0.0,0.9,0.2,0.5,108.4,0.3,0.2,4.4,4.7,2.5,2.3,13.4,0.0,0.0,0.0,1.9,3.6,1.0,0.0
Abdallah Mousa Musallam Nasib,JOR,D,270.0,0.1,0.0,0.9,0.2,0.5,108.4,0.3,0.2,4.4,4.7,2.5,2.3,13.4,0.0,0.0,0.0,1.9,3.6,1.0,0.0
Ismael Gharbi,TUN,M,27.0,0.1,0.0,0.6,0.2,0.3,5.4,3.5,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.4,0.4,0.0,0.0
Sebastian Tounekti,TUN,F,27.0,0.1,0.0,0.5,0.2,0.3,5.4,0.3,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.4,0.4,0.0,0.0
Rayan Elloumi,TUN,F,27.0,0.1,0.0,0.5,0.2,0.3,5.4,0.3,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.4,0.4,0.0,0.0
Nathanael Mbuku,COD,F/M,27.0,0.1,0.0,0.5,0.2,0.3,4.4,4.7,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.0,0.0
Khalil Ayari,TUN,F,27.0,0.1,0.0,0.5,0.2,0.3,5.4,0.3,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.4,0.4,0.0,0.0
Firas Chaouat,TUN,F,27.0,0.1,0.0,0.5,0.2,0.3,5.4,0.3,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.4,0.4,0.0,0.0
Thapelo Maseko,RSA,F,27.0,0.1,0.0,0.5,0.2,0.3,4.8,0.3,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.1,0.0
Brian Cipenga,COD,F,27.0,0.1,0.0,0.5,0.2,0.3,4.4,0.4,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.0,0.0
Fiston Mayele,COD,F,27.0,0.1,0.0,0.5,0.2,0.3,4.4,0.4,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.0,0.0
Tomas Rodriguez,PAN,F,27.0,0.1,0.0,0.5,0.2,0.3,4.7,0.4,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.1,0.0
Azarias Londono,PAN,F,27.0,0.1,0.0,0.5,0.2,0.3,4.7,0.4,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.1,0.0
Gilson Benchimol,CPV,F,27.0,0.1,0.0,0.5,0.2,0.3,4.8,0.3,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.1,0.0
Iqraam Rayners,RSA,F,27.0,0.1,0.0,0.5,0.2,0.3,4.8,0.3,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.1,0.0
Garry Rodrigues,CPV,M,27.0,0.1,0.0,0.5,0.2,0.3,4.8,0.3,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.1,0.0
Jose Fajardo,PAN,F,27.0,0.1,0.0,0.5,0.2,0.3,4.7,0.4,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.1,0.0
Nuno,CPV,F,27.0,0.1,0.0,0.5,0.2,0.3,4.8,0.3,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.1,0.0
Alberto Quintero,PAN,M,27.0,0.1,0.0,0.5,0.2,0.3,4.7,0.4,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.1,0.0
Helio Varela,CPV,F,27.0,0.1,0.0,0.5,0.2,0.3,4.8,0.3,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.1,0.0
Willy Semedo,CPV,F,27.0,0.1,0.0,0.5,0.2,0.3,4.8,0.3,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.1,0.0
Cesar Yanis,PAN,F,27.0,0.1,0.0,0.5,0.2,0.3,4.7,0.4,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.1,0.0
Evidence Makgopa,RSA,F,27.0,0.1,0.0,0.5,0.2,0.3,4.8,0.3,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.1,0.0
Simon Banza,COD,F,27.0,0.1,0.0,0.5,0.2,0.3,4.4,0.4,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.0,0.0
Meschack Elia,COD,F,27.0,0.1,0.0,0.5,0.2,0.3,4.4,0.4,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.0,0.0
Saleh Al Shehri,KSA,F,27.0,0.1,0.0,0.5,0.2,0.3,4.9,4.7,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.1,0.0
Abdullah Al-Hamdan,KSA,F,27.0,0.1,0.0,0.5,0.2,0.3,4.9,0.3,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.1,0.0
Khalid bin Essa bin Mohammed Al Ghannam,KSA,F,27.0,0.1,0.0,0.5,0.2,0.3,4.9,0.3,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.1,0.0
Sultan bin Ahmed bin Mohammed Mandash,KSA,F,27.0,0.1,0.0,0.5,0.2,0.3,4.9,0.3,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.1,0.0
Guus Til,NED,F/M,49.9,0.1,0.1,0.5,0.2,0.6,24.3,0.8,0.3,0.5,1.0,0.6,0.1,0.7,0.0,0.0,0.0,0.6,0.8,0.1,0.0
Quinten Timber,NED,M,49.9,0.1,0.1,0.5,0.2,0.6,24.3,0.8,0.3,0.5,1.0,0.6,0.1,0.7,0.0,0.0,0.0,0.6,0.8,0.1,0.0
Mats Wieffer,NED,M/D,49.9,0.1,0.1,0.5,0.2,0.6,24.3,0.8,0.3,0.5,1.0,0.6,0.1,0.7,0.0,0.0,0.0,0.6,0.8,0.1,0.0
Marten De Roon,NED,M/D,49.9,0.1,0.1,0.5,0.2,0.6,24.3,0.8,0.3,0.5,1.0,0.6,0.1,0.7,0.0,0.0,0.0,0.6,0.8,0.1,0.0
Teun Koopmeiners,NED,M/D,49.9,0.1,0.1,0.5,0.2,0.6,24.3,0.8,0.3,0.5,1.0,0.6,0.1,0.7,0.0,0.0,0.0,0.6,0.8,0.1,0.0
Jurrien Timber,NED,D,49.9,0.1,0.1,0.3,0.1,0.3,30.2,0.3,0.2,0.6,0.9,0.5,0.3,1.6,0.0,0.0,0.0,0.4,0.7,0.1,0.0
Jan Paul van Hecke,NED,D,49.9,0.1,0.1,0.3,0.1,0.3,30.2,0.3,0.2,0.6,0.9,0.5,0.3,1.6,0.0,0.0,0.0,0.4,0.7,0.1,0.0
